order_id,product_id,price,quantity,channel,revenue,persona,income_bracket,trend_affinity,state,city_tier,occasion,category,claims,pack_size
ORD043013,P083,30.21,3,Gym Kiosk,90.63,budget,Medium,low-sugar,NY,Tier 1,late-night,proten shake,"diabetic-friendly, keto-friendly",4-Pack
ORD024408,P084,14.5,256,Website,3712.0,casual,Low,gut-health,Washington,Unknown,religious-fasting,supplement,"halal, clean-label",Single
ORD023307,P030,9.29,2,Website,18.58,fitness,Low,plant-based,Calfornia,Tier 2,gym,electrolyte drink,"gluten-free, kosher",Single
ORD024435,P004,38.71,1,Gym Kiosk,38.71,budget,Medium,low-sugar,Colorado,Tier 2,marathon-prep,healthy snack,vegan,4-Pack
ORD006982,P083,30.21,3,Retail,90.63,budget,Medium,plant-based,California,Tier 1,late-night,proten shake,"diabetic-friendly, keto-friendly",4-Pack
ORD016772,P040,7.72,3,Retail,23.16,fitness,Low,plant-based,Florida,Tier 1,late-night,supplement,"high-protein, jain-friendly, nut-free",Single
ORD037224,P067,7.18,1,Retail,7.18,budget,Low,plant-based,Florida,Tier 3,on-the-go,supplement,halal,Single
ORD027283,P042,7.79,2,Website,15.58,casual,Low,clean-label,Georgia,Tier 2,on-the-go,electrolyte drink,kosher,Single
ORD008940,P046,14.07,3,Marketplace,42.21,premium,Medium,plant-based,New York,Tier 1,late-night,supplement,"gluten-free, clean-label",Single
ORD014637,P009,14.91,4,Marketplace,59.64,budget,Low,clean-label,Washington,Tier 2,gym,electrolyte drink,clean-label,Single
ORD048292,P038,7.71,2,Retail,15.42,fitness,Medium,plant-based,California,Tier 1,late-night,protein bar,"high-protein, halal",Single
ORD031157,P127,113.63,2,Retail,227.26,casual,High,low-sugar,California,Tier 1,on-the-go,supplement,"vegan, low-sugar, diabetic-friendly, keto-friendly",12-Pack
ORD046276,P062,21.26,2,Retail,42.52,premium,Medium,plant-based,New York,Tier 1,on-the-go,protein bar,"clean-label, diabetic-friendly, plant-based",Single
ORD032667,P032,9.04,2,Gym Kiosk,18.08,casual,Low,clean-label,Georgia,Tier 1,marathon-prep,protein bar,gluten-free,Single
ORD011591,P061,40.35,3,Website,121.05000000000001,fitness,Medium,protein,Calfornia,Tier 1,late-night,supplement,"vegan, high-protein, keto-friendly",4-Pack
ORD021335,P070,9.24,2,Marketplace,18.48,premium,Medium,low-sugar,Florida,Tier 1,road-trip,protein bar,"high-protein, vegan",Single
ORD013938,P027,61.9,3,Marketplace,185.7,budget,Medium,gut-health,Florida,Unknown,festive,protein shake,vegan,12-Pack
ORD018047,P058,5.43,2,Gym Kiosk,10.86,fitness,Medium,gut-health,Illinois,Tier 2,marathon-prep,protein bar,"vegan, diabetic-friendly, kosher",Single
ORD032724,P011,18.44,2,Website,36.88,premium,Low,plant-based,Colorado,Tier 2,festive,proten shake,"kosher, jain-friendly, plant-based",Single
ORD002249,P007,124.3,2,Gym Kiosk,248.6,fitness,Low,plant-based,Washington,Tier 1,late-night,supplement,"keto-friendly, plant-based",12-Pack
ORD032149,P067,7.18,3,Gym Kiosk,21.54,premium,Low,clean-label,Washington,Tier 2,marathon-prep,supplement,halal,Single
ORD035991,P149,21.68,3,Website,65.03999999999999,premium,Medium,clean-label,Washington,Tier 2,gym,protein bar,clean-label,Single
ORD017494,P013,14.25,2,Marketplace,28.5,premium,Medium,low-sugar,Washington,Tier 2,on-the-go,electrolyte drink,"kosher, diabetic-friendly, clean-label",Single
ORD017179,P021,6.82,3,Gym Kiosk,20.46,budget,Medium,gut-health,NY,Tier 3,marathon-prep,healthy snack,diabetic-friendly,Single
ORD039382,P055,110.01,4,Marketplace,440.04,casual,Low,protein,California,Tier 1,daily snack,,"low-sugar, clean-label",12-Pack
ORD025770,P096,27.51,1,Marketplace,27.51,casual,Medium,gut-health,California,Tier 2,gym,electrolyte drink,high-protein,4-Pack
ORD011285,P020,32.59,3,App,97.77000000000001,fitness,Medium,gut-health,Washington,Tier 2,late-night,electrolyte drink,"low-sugar, high-protein",4-Pack
ORD004945,P019,121.5,1,Gym Kiosk,121.5,premium,Medium,gut-health,Florida,Tier 1,late-night,meal replacement,"vegan, halal, high-protein",12-Pack
ORD037151,P003,5.72,6,Marketplace,34.32,casual,Low,low-sugar,California,Unknown,religious-fasting,proten shake,jain-friendly,Single
ORD023230,P122,36.16,1,Gym Kiosk,36.16,budget,High,low-sugar,Illinois,Tier 3,gym,meal replacement,"halal, high-protein, jain-friendly, keto-friendly",4-Pack
ORD019709,P100,10.91,1,Retail,10.91,casual,High,protein,Illinois,Tier 2,road-trip,protein bar,"kosher, gluten-free",Single
ORD012372,P041,8.59,1,Website,8.59,fitness,Low,protein,California,Tier 1,late-night,healthy snack,"high-protein, gluten-free, diabetic-friendly, kosher",Single
ORD032463,P104,35.92,6,Gym Kiosk,215.52,casual,Medium,clean-label,New York,Tier 3,daily snack,protein bar,"kosher, jain-friendly, low-sugar, diabetic-friendly",12-Pack
ORD041198,P115,36.23,2,Gym Kiosk,72.46,budget,Medium,plant-based,Colorado,Tier 3,festive,protein bar,vegan,4-Pack
ORD021586,P046,14.07,1,Retail,14.07,budget,Medium,low-sugar,Calfornia,Tier 3,road-trip,supplement,"gluten-free, clean-label",Single
ORD028417,P130,40.98,1,Retail,40.98,casual,Medium,protein,Illinois,Tier 3,religious-fasting,meal replacement,vegan,4-Pack
ORD006765,P006,4.5,1,Marketplace,4.5,budget,Low,gut-health,New York,Tier 3,religious-fasting,protein shake,"gluten-free, halal, kosher",Single
ORD034572,P122,23.31,1,Website,23.31,budget,High,gut-health,NY,Tier 1,late-night,meal replacement,"halal, high-protein, jain-friendly, keto-friendly",4-Pack
ORD015631,P053,9.04,5,Marketplace,45.199999999999996,fitness,High,clean-label,Georgia,Tier 3,daily snack,healthy snack,vegan,Single
ORD007815,P138,12.0,2,Gym Kiosk,24.0,fitness,Low,protein,Illinois,Tier 2,festive,meal replacement,"nut-free, jain-friendly",Single
ORD008033,P063,181.9,1,Website,181.9,budget,Low,plant-based,Texas,Tier 2,religious-fasting,protein bar,"low-sugar, keto-friendly, jain-friendly",12-Pack
ORD036361,P012,12.83,1,Marketplace,12.83,budget,High,protein,Colorado,Tier 1,daily snack,healthy snack,plant-based,Single
ORD027924,P141,62.42,2,Retail,124.84,fitness,High,clean-label,California,Tier 1,late-night,healthy snack,"gluten-free, kosher, diabetic-friendly",4-Pack
ORD047636,P072,53.55,1,Marketplace,53.55,budget,Medium,low-sugar,Illinois,Tier 1,religious-fasting,,"gluten-free, low-sugar, halal, kosher",4-Pack
ORD019873,P068,18.58,2,Marketplace,37.16,budget,High,protein,Calfornia,Unknown,road-trip,healthy snack,"keto-friendly, clean-label, gluten-free",Single
ORD012373,P008,14.99,2,Website,29.98,casual,Medium,low-sugar,Washington,Unknown,late-night,protein bar,"diabetic-friendly, kosher",Single
ORD000585,P067,7.18,1,Retail,7.18,fitness,Medium,low-sugar,Colorado,Tier 3,gym,supplement,halal,Single
ORD005488,P077,85.14,3,Website,255.42000000000002,budget,Low,low-sugar,Washington,Tier 1,late-night,protein bar,diabetic-friendly,12-Pack
ORD016618,P149,21.68,2,Retail,43.36,fitness,Medium,clean-label,NY,Unknown,late-night,protein bar,clean-label,Single
ORD018630,P068,18.58,3,App,55.739999999999995,premium,Medium,protein,Georgia,Tier 2,daily snack,healthy snack,"keto-friendly, clean-label, gluten-free",Single
ORD005232,P019,70.02,6,App,420.12,premium,Medium,gut-health,Texas,Tier 3,festive,meal replacement,"vegan, halal, high-protein",12-Pack
ORD031940,P075,57.36,1,Gym Kiosk,57.36,budget,Medium,plant-based,Colorado,Tier 3,late-night,meal replacement,"halal, clean-label, gluten-free, vegan",4-Pack
ORD017311,P064,80.25,3,Website,240.75,premium,Medium,protein,NY,Tier 2,festive,electrolyte drink,"nut-free, clean-label, diabetic-friendly",12-Pack
ORD003721,P125,51.46,2,Gym Kiosk,102.92,casual,Medium,protein,New York,Tier 3,road-trip,meal replacement,"plant-based, diabetic-friendly",4-Pack
ORD030574,P074,27.59,1,App,27.59,fitness,Medium,clean-label,Calfornia,Tier 2,road-trip,proten shake,"high-protein, gluten-free, clean-label, plant-based",Single
ORD026139,P082,10.27,1,Gym Kiosk,10.27,premium,Medium,protein,Florida,Tier 1,late-night,protein bar,nut-free,Single
ORD005507,P071,12.58,3,Retail,37.74,casual,Low,protein,Florida,Tier 1,late-night,protein bar,"plant-based, high-protein, keto-friendly",Single
ORD043686,P008,14.42,3,App,43.26,casual,Medium,protein,Texas,Tier 1,late-night,protein bar,"diabetic-friendly, kosher",Single
ORD008366,P032,9.04,3,App,27.119999999999997,premium,Medium,gut-health,Washington,Tier 3,marathon-prep,protein bar,gluten-free,Single
ORD048439,P122,23.31,3,App,69.92999999999999,fitness,Medium,low-sugar,Calfornia,Tier 1,late-night,meal replacement,"halal, high-protein, jain-friendly, keto-friendly",4-Pack
ORD024619,P089,5.58,2,Marketplace,11.16,fitness,Low,plant-based,Calfornia,Tier 2,daily snack,electrolyte drink,"gluten-free, plant-based",Single
ORD032170,P018,12.29,3,Website,36.87,premium,Medium,clean-label,NY,Tier 2,on-the-go,protein bar,diabetic-friendly,Single
ORD020322,P106,9.72,3,Retail,29.160000000000004,fitness,High,low-sugar,Texas,Tier 1,road-trip,meal replacement,"halal, jain-friendly",Single
ORD021120,P006,6.13,3,Marketplace,18.39,budget,Medium,low-sugar,Colorado,Tier 2,late-night,protein shake,"gluten-free, halal, kosher",Single
ORD049331,P117,13.21,3,Gym Kiosk,39.63,premium,Medium,plant-based,Colorado,Tier 2,festive,meal replacement,"low-sugar, jain-friendly, high-protein",Single
ORD032218,P135,13.83,3,Retail,41.49,casual,Low,low-sugar,New York,Tier 2,on-the-go,electrolyte drink,"gluten-free, low-sugar, plant-based, vegan",Single
ORD006836,P140,16.44,3,Marketplace,49.32000000000001,casual,Medium,protein,California,Tier 1,late-night,electrolyte drink,"vegan, plant-based, keto-friendly",Single
ORD000216,P050,18.37,4,Marketplace,73.48,fitness,Medium,gut-health,Colorado,Tier 1,road-trip,healthy snack,"diabetic-friendly, gluten-free, kosher, high-protein",4-Pack
ORD039923,P125,37.88,2,Retail,75.76,budget,Low,gut-health,New York,Unknown,gym,meal replacement,"plant-based, diabetic-friendly",4-Pack
ORD008223,P125,40.78,2,Marketplace,81.56,premium,Low,clean-label,New York,Tier 2,late-night,meal replacement,"plant-based, diabetic-friendly",4-Pack
ORD028887,P087,8.21,2,Website,16.42,casual,Medium,low-sugar,New York,Tier 1,marathon-prep,proten shake,"high-protein, gluten-free, halal",Single
ORD006233,P002,11.93,3,Marketplace,35.79,fitness,High,low-sugar,Colorado,Tier 1,festive,meal replacement,"plant-based, halal, kosher, low-sugar",Single
ORD022996,P124,7.73,3,Website,23.19,premium,Low,plant-based,NY,Tier 1,religious-fasting,meal replacement,kosher,Single
ORD031959,P056,19.97,1,Website,19.97,premium,Low,protein,California,Tier 2,marathon-prep,proten shake,"vegan, diabetic-friendly, jain-friendly",Single
ORD003132,P029,79.5,3,Website,238.5,fitness,High,gut-health,Georgia,Tier 1,late-night,proten shake,high-protein,12-Pack
ORD012248,P038,9.21,3,Website,27.630000000000003,casual,Low,low-sugar,Texas,Tier 2,marathon-prep,protein bar,"high-protein, halal",Single
ORD010021,P088,16.85,2,Marketplace,33.7,casual,Medium,protein,NY,Tier 3,on-the-go,electrolyte drink,"halal, vegan, diabetic-friendly, keto-friendly",Single
ORD022295,P139,18.65,3,Marketplace,55.949999999999996,premium,Medium,gut-health,Calfornia,Tier 3,late-night,healthy snack,"high-protein, low-sugar, clean-label, jain-friendly",Single
ORD043559,P021,5.12,4,Gym Kiosk,20.48,budget,Medium,protein,Texas,Tier 3,marathon-prep,healthy snack,diabetic-friendly,Single
ORD041910,P085,49.18,3,Website,147.54,fitness,High,protein,Colorado,Tier 2,religious-fasting,protein bar,kosher,4-Pack
ORD042920,P107,6.87,3,Retail,20.61,budget,Medium,protein,Georgia,Tier 3,religious-fasting,electrolyte drink,plant-based,Single
ORD007637,P118,58.49,1,Marketplace,58.49,fitness,Medium,clean-label,California,Tier 2,on-the-go,healthy snack,"kosher, nut-free, clean-label, vegan",4-Pack
ORD023276,P128,17.76,1,Retail,17.76,budget,Medium,plant-based,California,Tier 1,on-the-go,meal replacement,"jain-friendly, low-sugar, diabetic-friendly",Single
ORD029332,P001,21.15,2,Marketplace,42.3,casual,Medium,low-sugar,Calfornia,Tier 2,on-the-go,electrolyte drink,"nut-free, clean-label",Single
ORD036778,P111,6.79,1,Website,6.79,casual,Low,low-sugar,Florida,Tier 3,on-the-go,proten shake,"jain-friendly, diabetic-friendly",Single
ORD006818,P011,11.48,3,App,34.44,premium,Medium,low-sugar,Illinois,Unknown,daily snack,proten shake,"kosher, jain-friendly, plant-based",Single
ORD028552,P145,6.03,3,Marketplace,18.09,premium,Medium,plant-based,Illinois,Tier 1,late-night,healthy snack,"gluten-free, jain-friendly, plant-based",Single
ORD009110,P060,118.1,3,Marketplace,354.29999999999995,premium,Medium,protein,Calfornia,Tier 2,festive,proten shake,"clean-label, jain-friendly, kosher",12-Pack
ORD016808,P062,10.59,6,Website,63.54,casual,Low,low-sugar,Georgia,Tier 2,on-the-go,protein bar,"clean-label, diabetic-friendly, plant-based",Single
ORD017001,P053,11.29,2,Gym Kiosk,22.58,fitness,High,gut-health,Florida,Tier 2,daily snack,healthy snack,vegan,Single
ORD046761,P053,12.99,3,Gym Kiosk,38.97,budget,High,gut-health,,,,healthy snack,vegan,Single
ORD047367,P041,5.22,3,Website,15.66,fitness,Medium,gut-health,,,,healthy snack,"high-protein, gluten-free, diabetic-friendly, kosher",Single
ORD008347,P043,28.57,1,Marketplace,28.57,casual,High,low-sugar,,,,protein bar,"diabetic-friendly, high-protein, keto-friendly, clean-label",Single
ORD016977,P136,33.06,2,Retail,66.12,fitness,Low,gut-health,,,,electrolyte drink,"high-protein, nut-free",4-Pack
ORD026388,P045,18.79,1,App,18.79,fitness,High,protein,,,,healthy snack,"plant-based, kosher, low-sugar",Single
ORD025486,P057,90.63,4,App,362.52,fitness,Medium,low-sugar,,,,supplement,"keto-friendly, gluten-free, jain-friendly",12-Pack
ORD005174,P125,36.41,4,Website,145.64,casual,Medium,protein,,,,meal replacement,"plant-based, diabetic-friendly",4-Pack
ORD026156,P064,80.25,134,Website,10753.5,fitness,Medium,plant-based,,,,electrolyte drink,"nut-free, clean-label, diabetic-friendly",12-Pack
ORD043752,P108,69.6,4,Gym Kiosk,278.4,premium,High,low-sugar,,,,meal replacement,"gluten-free, jain-friendly",12-Pack
ORD008026,P070,9.24,2,Marketplace,18.48,fitness,Medium,clean-label,,,,protein bar,"high-protein, vegan",Single
ORD020568,P101,9.1,3,Marketplace,27.299999999999997,premium,Low,plant-based,,,,proten shake,"keto-friendly, low-sugar, gluten-free, jain-friendly",Single
ORD045730,P001,16.8,3,Marketplace,50.400000000000006,budget,Medium,plant-based,,,,electrolyte drink,"nut-free, clean-label",Single
ORD043012,P084,14.5,2,Website,29.0,premium,Medium,protein,,,,supplement,"halal, clean-label",Single
ORD049544,P042,10.26,2,Gym Kiosk,20.52,casual,Medium,protein,,,,electrolyte drink,kosher,Single
ORD029048,P078,15.04,1,App,15.04,casual,Low,gut-health,,,,,"halal, vegan, keto-friendly, clean-label",Single
ORD041006,P076,11.49,3,Website,34.47,fitness,Medium,gut-health,,,,meal replacement,"kosher, gluten-free, plant-based",Single
ORD005090,P020,32.59,3,Retail,97.77000000000001,casual,Medium,low-sugar,,,,electrolyte drink,"low-sugar, high-protein",4-Pack
ORD000204,P027,76.72,1,App,76.72,budget,Medium,plant-based,,,,protein shake,vegan,12-Pack
ORD029831,P056,12.69,3,App,38.07,budget,Medium,protein,,,,proten shake,"vegan, diabetic-friendly, jain-friendly",Single
ORD019369,P078,28.29,2,Marketplace,56.58,casual,Medium,protein,,,,,"halal, vegan, keto-friendly, clean-label",Single
ORD022429,P099,10.0,1,Gym Kiosk,10.0,casual,Medium,protein,,,,supplement,"diabetic-friendly, jain-friendly, high-protein, vegan",Single
ORD013879,P123,9.32,1,App,9.32,budget,High,protein,,,,proten shake,"gluten-free, keto-friendly, kosher, low-sugar",Single
ORD007744,P143,16.28,1,Website,16.28,unknown,High,protein,,,,protein bar,"nut-free, kosher, keto-friendly",Single
ORD007678,P146,8.5,1,Gym Kiosk,8.5,fitness,Medium,clean-label,,,,protein shake,"diabetic-friendly, plant-based",Single
ORD048548,P044,43.93,3,App,131.79,fitness,Low,protein,,,,supplement,high-protein,4-Pack
ORD013056,P102,27.12,2,Marketplace,54.24,budget,High,plant-based,,,,healthy snack,"plant-based, kosher, vegan",4-Pack
ORD002440,P139,18.65,3,Retail,55.949999999999996,budget,Medium,low-sugar,,,,healthy snack,"high-protein, low-sugar, clean-label, jain-friendly",Single
ORD003502,P077,86.26,5,Website,431.3,fitness,Low,gut-health,,,,protein bar,diabetic-friendly,12-Pack
ORD044151,P103,33.75,1,Retail,33.75,fitness,Medium,low-sugar,,,,protein shake,diabetic-friendly,4-Pack
ORD000925,P065,14.97,3,Gym Kiosk,44.910000000000004,budget,High,gut-health,,,,,"nut-free, low-sugar",Single
ORD030236,P083,30.21,3,Marketplace,90.63,fitness,High,protein,,,,proten shake,"diabetic-friendly, keto-friendly",4-Pack
ORD032694,P114,21.15,1,App,21.15,premium,Low,protein,,,,healthy snack,"nut-free, jain-friendly, clean-label, keto-friendly",Single
ORD022693,P078,26.36,1,Gym Kiosk,26.36,unknown,Medium,plant-based,,,,,"halal, vegan, keto-friendly, clean-label",Single
ORD013632,P088,18.16,1,App,18.16,budget,Medium,clean-label,,,,electrolyte drink,"halal, vegan, diabetic-friendly, keto-friendly",Single
ORD004236,P095,10.35,2,Gym Kiosk,20.7,fitness,Medium,gut-health,,,,protein bar,halal,Single
ORD026362,P053,9.64,1,App,9.64,budget,Medium,gut-health,,,,healthy snack,vegan,Single
ORD044021,P033,19.53,3,Marketplace,58.59,budget,Medium,clean-label,,,,healthy snack,"clean-label, keto-friendly, high-protein",Single
ORD040087,P044,4393.0,2,Retail,8786.0,fitness,High,gut-health,,,,supplement,high-protein,4-Pack
ORD013733,P110,44.66,2,Website,89.32,premium,Low,plant-based,,,,protein bar,"gluten-free, halal",4-Pack
ORD014225,P100,15.78,2,App,31.56,premium,High,clean-label,,,,protein bar,"kosher, gluten-free",Single
ORD041589,P061,34.75,1,Website,34.75,casual,Medium,gut-health,,,,supplement,"vegan, high-protein, keto-friendly",4-Pack
ORD045615,P061,40.06,1,Gym Kiosk,40.06,premium,Low,plant-based,,,,supplement,"vegan, high-protein, keto-friendly",4-Pack
ORD016886,P038,9.9,2,Gym Kiosk,19.8,fitness,Medium,low-sugar,,,,protein bar,"high-protein, halal",Single
ORD038386,P040,9.14,1,App,9.14,unknown,Medium,low-sugar,,,,supplement,"high-protein, jain-friendly, nut-free",Single
ORD005154,P089,4.47,6,Marketplace,26.82,budget,Low,protein,,,,electrolyte drink,"gluten-free, plant-based",Single
ORD023982,P069,10.37,1,Marketplace,10.37,fitness,Medium,plant-based,,,,meal replacement,plant-based,Single
ORD044576,P134,23.21,2,Marketplace,46.42,casual,High,low-sugar,,,,protein bar,"clean-label, high-protein, nut-free",Single
ORD020552,P040,10.14,1,App,10.14,budget,Medium,clean-label,,,,supplement,"high-protein, jain-friendly, nut-free",Single
ORD022613,P034,10.01,3,Retail,30.03,fitness,High,low-sugar,,,,proten shake,nut-free,Single
ORD044930,P120,21.84,3,Marketplace,65.52,fitness,Medium,gut-health,,,,protein bar,"clean-label, high-protein, jain-friendly",Single
ORD039246,P004,28.38,3,Website,85.14,fitness,Medium,gut-health,,,,healthy snack,vegan,4-Pack
ORD031398,P015,16.28,5,App,81.4,casual,Medium,plant-based,,,,meal replacement,"clean-label, diabetic-friendly",Single
ORD023232,P107,6.89,2,Retail,13.78,fitness,Medium,gut-health,,,,electrolyte drink,plant-based,Single
ORD020611,P120,25.16,2,Website,50.32,premium,Medium,protein,,,,protein bar,"clean-label, high-protein, jain-friendly",Single
ORD005662,P118,44.84,2,Website,89.68,casual,High,clean-label,,,,healthy snack,"kosher, nut-free, clean-label, vegan",4-Pack
ORD019762,P033,24.24,1,App,24.24,casual,High,clean-label,,,,healthy snack,"clean-label, keto-friendly, high-protein",Single
ORD001683,P108,88.1,290,Gym Kiosk,25549.0,budget,Medium,low-sugar,,,,meal replacement,"gluten-free, jain-friendly",12-Pack
ORD011110,P053,8.65,6,Marketplace,51.900000000000006,casual,Low,low-sugar,,,,healthy snack,vegan,Single
ORD046567,P055,144.63,1,Retail,144.63,fitness,High,clean-label,,,,,"low-sugar, clean-label",12-Pack
ORD001011,P082,9.66,2,App,19.32,casual,High,plant-based,,,,protein bar,nut-free,Single
ORD021647,P035,14.05,2,App,28.1,casual,Low,gut-health,,,,proten shake,"clean-label, vegan, keto-friendly, jain-friendly",Single
ORD014098,P127,150.14,1,Gym Kiosk,150.14,fitness,Medium,protein,,,,supplement,"vegan, low-sugar, diabetic-friendly, keto-friendly",12-Pack
ORD005373,P136,31.82,1,App,31.82,casual,Medium,protein,,,,electrolyte drink,"high-protein, nut-free",4-Pack
ORD043766,P081,153.17,2,App,306.34,unknown,High,clean-label,,,,protein bar,"vegan, nut-free",12-Pack
ORD034928,P065,17.96,3,Website,53.88,budget,Medium,plant-based,,,,,"nut-free, low-sugar",Single
ORD007775,P136,33.28,1,Gym Kiosk,33.28,casual,High,clean-label,,,,electrolyte drink,"high-protein, nut-free",4-Pack
ORD009822,P065,19.88,1,Retail,19.88,premium,High,low-sugar,,,,,"nut-free, low-sugar",Single
ORD047779,P049,16.48,1,Marketplace,16.48,budget,Medium,plant-based,,,,protein shake,"high-protein, gluten-free, diabetic-friendly, nut-free",Single
ORD008049,P085,49.18,1,Gym Kiosk,49.18,casual,Low,protein,,,,protein bar,kosher,4-Pack
ORD049230,P144,59.66,2,Website,119.32,unknown,High,clean-label,,,,meal replacement,"halal, diabetic-friendly, low-sugar",4-Pack
ORD019267,P130,25.35,5,Marketplace,126.75,budget,Low,plant-based,,,,meal replacement,vegan,4-Pack
ORD047611,P040,7.72,1,Website,7.72,budget,Medium,low-sugar,,,,supplement,"high-protein, jain-friendly, nut-free",Single
ORD027802,P139,18.65,1,Gym Kiosk,18.65,premium,Medium,plant-based,,,,healthy snack,"high-protein, low-sugar, clean-label, jain-friendly",Single
ORD047965,P109,8.14,3,App,24.42,fitness,Medium,low-sugar,,,,supplement,"low-sugar, keto-friendly, diabetic-friendly, nut-free",Single
ORD045251,P019,143.15,2,Website,286.3,casual,Low,clean-label,,,,meal replacement,"vegan, halal, high-protein",12-Pack
ORD031833,P116,13.37,1,Marketplace,13.37,fitness,Low,low-sugar,,,,protein shake,"plant-based, gluten-free",Single
ORD000759,P079,24.15,2,Website,48.3,fitness,High,low-sugar,,,,meal replacement,"plant-based, clean-label, halal",Single
ORD014647,P022,25.67,2,Gym Kiosk,51.34,premium,Medium,low-sugar,,,,protein bar,"gluten-free, vegan, clean-label, keto-friendly",Single
ORD013661,P132,57.37,1,Gym Kiosk,57.37,premium,Low,plant-based,,,,proten shake,plant-based,4-Pack
ORD009921,P004,30.15,2,App,60.3,unknown,High,gut-health,,,,healthy snack,vegan,4-Pack
ORD037843,P145,8.58,1,Retail,8.58,casual,Medium,plant-based,,,,healthy snack,"gluten-free, jain-friendly, plant-based",Single
ORD026209,P019,139.75,2,Website,279.5,casual,Medium,protein,,,,meal replacement,"vegan, halal, high-protein",12-Pack
ORD047992,P126,7.77,2,App,15.54,casual,Medium,clean-label,,,,meal replacement,"nut-free, low-sugar",Single
ORD014038,P050,24.25,1,Website,24.25,budget,Low,protein,,,,healthy snack,"diabetic-friendly, gluten-free, kosher, high-protein",4-Pack
ORD014678,P017,48.05,3,Marketplace,144.14999999999998,unknown,High,gut-health,,,,electrolyte drink,jain-friendly,4-Pack
ORD049865,P086,10.97,2,Gym Kiosk,21.94,budget,Medium,low-sugar,,,,protein bar,"plant-based, gluten-free, nut-free",Single
ORD027415,P090,28.47,1,Gym Kiosk,28.47,premium,High,protein,,,,protein bar,"vegan, clean-label, low-sugar",4-Pack
ORD009401,P114,15.74,2,Retail,31.48,casual,Low,gut-health,,,,healthy snack,"nut-free, jain-friendly, clean-label, keto-friendly",Single
ORD007538,P027,72.23,3,Retail,216.69,fitness,Medium,protein,,,,protein shake,vegan,12-Pack
ORD047800,P020,32.59,3,Retail,97.77000000000001,casual,Medium,gut-health,,,,electrolyte drink,"low-sugar, high-protein",4-Pack
ORD017853,P084,14.5,2,Retail,29.0,budget,Medium,low-sugar,,,,supplement,"halal, clean-label",Single
ORD009702,P093,16.49,2,App,32.98,unknown,Medium,protein,,,,protein bar,halal,Single
ORD046258,P019,169.97,2,Marketplace,339.94,budget,High,plant-based,,,,meal replacement,"vegan, halal, high-protein",12-Pack
ORD012508,P021,6.82,2,Website,13.64,premium,Medium,plant-based,Texas,Tier 3,road-trip,healthy snack,diabetic-friendly,Single
ORD041309,P100,10.91,238,App,2596.58,premium,Medium,plant-based,Calfornia,Tier 1,late-night,protein bar,"kosher, gluten-free",Single
ORD043710,P021,5.6,6,Website,33.599999999999994,budget,Low,protein,Colorado,Tier 2,late-night,healthy snack,diabetic-friendly,Single
ORD012085,P110,52.85,1,App,52.85,premium,Medium,protein,Georgia,Tier 3,marathon-prep,protein bar,"gluten-free, halal",4-Pack
ORD017907,P046,14.07,1,App,14.07,premium,Medium,low-sugar,New York,Tier 3,road-trip,supplement,"gluten-free, clean-label",Single
ORD014643,P032,9.04,3,Marketplace,27.119999999999997,fitness,High,low-sugar,Calfornia,Unknown,gym,protein bar,gluten-free,Single
ORD036178,P096,27.51,3,Marketplace,82.53,budget,Medium,gut-health,California,Tier 1,on-the-go,electrolyte drink,high-protein,4-Pack
ORD012799,P028,16.0,2,Retail,32.0,premium,Low,protein,Washington,Tier 3,on-the-go,protein shake,"kosher, plant-based, clean-label, gluten-free",Single
ORD023540,P084,18.51,1,Gym Kiosk,18.51,budget,High,gut-health,NY,Tier 2,late-night,supplement,"halal, clean-label",Single
ORD025424,P149,21.68,2,Gym Kiosk,43.36,casual,Medium,low-sugar,New York,Tier 1,late-night,protein bar,clean-label,Single
ORD011090,P072,41.65,2,App,83.3,fitness,Medium,gut-health,Florida,Tier 1,late-night,,"gluten-free, low-sugar, halal, kosher",4-Pack
ORD019164,P027,29.9,3,Marketplace,89.69999999999999,casual,Low,gut-health,Texas,Tier 3,daily snack,protein shake,vegan,12-Pack
ORD020539,P113,47.5,3,Website,142.5,premium,Medium,protein,Illinois,Tier 1,festive,meal replacement,vegan,4-Pack
ORD027875,P086,14.27,2,App,28.54,budget,Medium,low-sugar,Calfornia,Tier 3,religious-fasting,protein bar,"plant-based, gluten-free, nut-free",Single
ORD029669,P075,80.51,2,App,161.02,budget,High,low-sugar,Calfornia,Tier 3,gym,meal replacement,"halal, clean-label, gluten-free, vegan",4-Pack
ORD020147,P027,60.57,2,Gym Kiosk,121.14,casual,Low,clean-label,Calfornia,Tier 3,religious-fasting,protein shake,vegan,12-Pack
ORD020074,P044,43.93,3,Gym Kiosk,131.79,fitness,Medium,clean-label,Texas,Tier 3,daily snack,supplement,high-protein,4-Pack
ORD012001,P053,11.29,2,Gym Kiosk,22.58,premium,Low,low-sugar,Florida,Tier 3,late-night,healthy snack,vegan,Single
ORD023561,P011,13.9,1,Website,13.9,budget,Medium,gut-health,Calfornia,Tier 3,daily snack,proten shake,"kosher, jain-friendly, plant-based",Single
ORD029745,P017,64.33,1,Gym Kiosk,64.33,premium,Medium,gut-health,New York,Tier 2,religious-fasting,electrolyte drink,jain-friendly,4-Pack
